PERIOD,cl_id,MCC,channel_type,currency,TRDATETIME,amount,trx_category,target_flag,target_sum,trx_category_mul,is_weekend,mday,wday,year,ymonth,mcc_group,amount_log,channel_type_type0,channel_type_type1,channel_type_type2,channel_type_type3,channel_type_type4,channel_type_type5,trx_category_BACK_TRX,trx_category_C2C_IN,trx_category_C2C_OUT,trx_category_CASH_ADV,trx_category_CAT,trx_category_DEPOSIT,trx_category_POS,trx_category_WD_ATM_OTHER,trx_category_WD_ATM_PARTNER,trx_category_WD_ATM_ROS
01/07/2017,2995,5812,type2,810,2017-07-10 00:00:00,487.0,POS,0,0.0,-1,False,10,0,2017,7,15.0,6.1903154058531475,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,7976,5921,type1,810,2017-08-20 00:00:00,241.0,POS,0,0.0,-1,True,20,6,2017,8,15.0,5.488937726156687,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,8976,5631,type1,810,2016-12-31 00:00:00,3198.0,POS,0,0.0,-1,True,31,5,2016,12,8.0,8.070593539949519,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,8182,6012,type1,810,2017-08-12 09:57:39,10000.0,C2C_IN,0,0.0,1,True,12,5,2017,8,11.0,9.210440366976517,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
01/04/2017,9955,5999,type1,810,2017-04-10 00:00:00,4376.58,POS,1,432.0,-1,False,10,0,2017,4,15.0,8.38425133926429,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,4850,4784,type1,810,2017-08-09 00:00:00,200.0,POS,1,185842.67,-1,False,9,2,2017,8,18.0,5.303304908059076,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,2759,4511,type2,810,2016-12-15 00:00:00,8685.0,POS,0,0.0,-1,False,15,3,2016,12,18.0,9.069467813094768,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,3324,3011,type3,810,2017-05-11 00:00:00,67383.0,POS,0,0.0,-1,False,11,3,2017,5,0.0,11.1181628799952,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
01/02/2017,7003,5912,type1,810,2017-02-24 00:00:00,644.67,POS,1,9635.05,-1,False,24,4,2017,2,15.0,6.470288537348172,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,3389,5499,type3,810,2017-08-18 00:00:00,94.09,POS,0,0.0,-1,False,18,4,2017,8,17.0,4.554823811551353,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,8688,5499,type1,810,2017-08-11 00:00:00,128.0,POS,1,107.0,-1,False,11,4,2017,8,17.0,4.859812404361672,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,7876,5912,type1,810,2017-06-30 00:00:00,5927.0,POS,1,26966.88,-1,False,30,4,2017,6,15.0,8.687442166975924,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/03/2017,2072,5411,type2,810,2017-03-19 00:00:00,1056.0,POS,1,86150.8,-1,True,19,6,2017,3,17.0,6.963189985870238,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,2942,5261,type2,810,2016-12-24 00:00:00,13392.0,POS,1,62555.08,-1,True,24,5,2016,12,17.0,9.502487461387123,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,8154,5814,type1,978,2017-01-07 00:00:00,18.0,POS,0,0.0,-1,True,7,5,2017,1,15.0,2.9444389791664403,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,5525,7230,type1,810,2017-05-30 00:00:00,2000.0,POS,1,96911.09,-1,False,30,1,2017,5,7.0,7.601402334583733,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,9564,6011,type1,810,2017-04-10 14:46:11,60000.0,WD_ATM_ROS,0,0.0,-1,False,10,0,2017,4,11.0,11.002116507732017,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
01/02/2017,3676,5411,type1,810,2017-02-23 00:00:00,79.0,POS,0,0.0,-1,False,23,3,2017,2,17.0,4.382026634673881,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/02/2017,2968,5912,type2,810,2017-02-14 00:00:00,710.3,POS,0,0.0,-1,False,14,1,2017,2,15.0,6.567094281739469,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,7285,5411,type1,810,2017-07-10 00:00:00,111.0,POS,0,0.0,-1,False,10,0,2017,7,17.0,4.718498871295094,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,7101,5541,type1,810,2017-06-26 00:00:00,1274.51,POS,0,0.0,-1,False,26,0,2017,6,1.0,7.151101377613854,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/11/2016,4837,5814,type1,810,2016-11-28 00:00:00,351.4,POS,1,520270.71,-1,False,28,0,2016,11,15.0,5.864766894062025,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,3606,5812,type1,810,2017-08-05 00:00:00,351.0,POS,1,39572.48,-1,True,5,5,2017,8,15.0,5.863631175598097,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,8558,5812,type1,810,2017-04-27 00:00:00,60.0,POS,0,0.0,-1,False,27,3,2017,4,15.0,4.110873864173311,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,4828,5411,type1,810,2017-04-19 00:00:00,758.0,POS,1,58910.03,-1,False,19,2,2017,4,17.0,6.63200177739563,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/09/2017,699,5983,type2,810,2017-09-09 00:00:00,1167.0,POS,1,158504.47,-1,True,9,5,2017,9,15.0,7.0630481633881725,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,504,5411,type2,810,2017-06-13 00:00:00,663.0,POS,1,197134.65,-1,False,13,1,2017,6,17.0,6.498282149476434,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,6589,5411,type1,810,2017-06-13 00:00:00,99.5,POS,0,0.0,-1,False,13,1,2017,6,17.0,4.61015772749913,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/02/2017,5286,5411,type1,810,2017-02-24 00:00:00,145.0,POS,0,0.0,-1,False,24,4,2017,2,17.0,4.983606621708336,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,1501,6011,type2,810,2017-04-14 00:00:00,20000.0,WD_ATM_PARTNER,1,153724.67,-1,False,14,4,2017,4,11.0,9.90353755128617,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0
01/10/2017,6065,5411,type1,810,2017-10-29 00:00:00,440.0,POS,1,18639.29,-1,True,29,6,2017,10,17.0,6.089044875446846,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,522,5814,type2,810,2017-08-30 00:00:00,160.0,POS,1,237036.92,-1,False,30,2,2017,8,15.0,5.081404364984463,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,7186,5814,type1,810,2016-12-17 00:00:00,163.23,POS,0,0.0,-1,True,17,5,2016,12,15.0,5.101267884349469,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,3763,5691,type1,810,2017-04-03 00:00:00,2999.0,POS,1,28963.25,-1,False,3,0,2017,4,8.0,8.006367567650246,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,2629,6011,type2,810,2017-05-20 09:27:44,20000.0,WD_ATM_ROS,1,65958.0,-1,True,20,5,2017,5,11.0,9.90353755128617,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
01/02/2017,7652,5651,type1,810,2017-02-19 00:00:00,81.5,POS,1,273.0,-1,True,19,6,2017,2,8.0,4.412798293340635,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,5498,5912,type1,810,2017-07-01 00:00:00,4067.1,POS,1,4375.9,-1,True,1,5,2017,7,15.0,8.310931338970544,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/11/2016,4190,4829,type1,810,2016-11-28 08:48:16,2500.0,C2C_OUT,1,272028.57,-1,False,28,0,2016,11,11.0,7.824445930877619,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0
01/07/2017,2309,5814,type2,810,2017-07-03 00:00:00,268.12,POS,0,0.0,-1,False,3,0,2017,7,15.0,5.5951573767845835,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/11/2016,8501,5541,type1,810,2016-11-25 00:00:00,499.8,POS,1,5.95,-1,False,25,4,2016,11,1.0,6.216206819785889,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,8274,5814,type1,810,2017-05-20 00:00:00,460.0,POS,1,449.26,-1,True,20,5,2017,5,15.0,6.133398042996649,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,7135,6011,type1,810,2017-06-15 12:40:27,8000.0,DEPOSIT,1,3052.62,1,False,15,3,2017,6,11.0,8.987321812850125,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
01/01/2017,8051,5541,type1,810,2017-01-17 00:00:00,1965.0,POS,1,362792.69,-1,False,17,1,2017,1,1.0,7.583756300707112,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,6908,6011,type1,810,2017-06-27 19:25:46,10000.0,DEPOSIT,0,0.0,1,False,27,1,2017,6,11.0,9.210440366976517,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
01/01/2017,532,5812,type2,810,2017-01-15 00:00:00,1450.0,POS,1,288540.06,-1,True,15,6,2017,1,15.0,7.280008252884188,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,9431,5521,type1,810,2017-04-22 00:00:00,2200.9,POS,0,0.0,-1,True,22,5,2017,4,1.0,7.69707590299074,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/02/2017,1744,5411,type2,810,2017-02-14 00:00:00,39.1,POS,1,246707.46,-1,False,14,1,2017,2,17.0,3.6913763343125234,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/11/2016,8071,6011,type1,810,2016-11-25 00:00:00,199000.0,WD_ATM_PARTNER,0,0.0,-1,False,25,4,2016,11,11.0,12.201065128819632,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
01/01/2017,8735,5411,type1,810,2017-01-30 00:00:00,3050.0,POS,0,0.0,-1,False,30,0,2017,1,17.0,8.02322468471667,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,9705,5411,type1,810,2016-12-31 00:00:00,115.0,POS,0,0.0,-1,True,31,5,2016,12,17.0,4.7535901911063645,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,7918,5411,type1,810,2017-01-20 00:00:00,587.0,POS,1,53251.04,-1,False,20,4,2017,1,17.0,6.376726947898627,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,9121,5999,type1,810,2017-04-04 00:00:00,492.0,POS,1,451.56,-1,False,4,1,2017,4,15.0,6.20050917404269,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,443,5995,type2,810,2017-05-08 00:00:00,61.5,POS,1,103713.54,-1,False,8,0,2017,5,15.0,4.135166556742356,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,3116,5411,type2,810,2017-07-23 00:00:00,343.8,POS,0,0.0,-1,True,23,6,2017,7,17.0,5.842964538789538,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,10186,5912,type1,810,2017-08-16 00:00:00,146.0,POS,1,9.99,-1,False,16,2,2017,8,15.0,4.990432586778736,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,1475,8021,type2,810,2017-05-13 00:00:00,1940.0,POS,1,137361.12,-1,True,13,5,2017,5,13.0,7.57095858316901,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,6217,5411,type1,810,2017-07-20 00:00:00,130.0,POS,0,0.0,-1,False,20,3,2017,7,17.0,4.875197323201151,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,3502,5661,type1,810,2017-08-24 00:00:00,307.0,POS,0,0.0,-1,False,24,3,2017,8,8.0,5.730099782973574,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,7154,5814,type1,810,2017-08-15 00:00:00,3706.0,POS,1,30172.56,-1,False,15,1,2017,8,15.0,8.217978203150732,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/03/2017,9385,5912,type1,810,2017-03-31 00:00:00,3839.45,POS,1,207290.4,-1,False,31,4,2017,3,15.0,8.253344826215853,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/02/2017,8898,5411,type1,810,2017-02-17 00:00:00,1985.5,POS,0,0.0,-1,False,17,4,2017,2,17.0,7.594129575254653,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,7451,7999,type1,810,2017-05-28 00:00:00,1550.0,POS,1,136165.02,-1,True,28,6,2017,5,14.0,7.346655163176539,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,3202,5812,type2,810,2017-05-24 00:00:00,2010.0,POS,1,375957.88,-1,False,24,2,2017,5,15.0,7.606387389772652,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,2406,5812,type2,810,2017-08-01 00:00:00,1860.0,POS,1,181874.78,-1,False,1,1,2017,8,15.0,7.528869256642251,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,995,5921,type2,810,2017-04-07 00:00:00,314.0,POS,1,115181.78,-1,False,7,4,2017,4,15.0,5.752572638825633,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,7411,5912,type1,810,2016-12-14 00:00:00,420.1,POS,0,0.0,-1,False,14,2,2016,12,15.0,6.0428703351678825,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/03/2017,3336,5411,type3,810,2017-03-10 00:00:00,1384.8,POS,1,390.0,-1,False,10,4,2017,3,17.0,7.234032869193281,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,6983,5261,type1,810,2017-05-08 00:00:00,1022.0,POS,0,0.0,-1,False,8,0,2017,5,17.0,6.930494765951626,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,9841,7011,type1,810,2017-01-05 00:00:00,2700.0,POS,1,4019.04,-1,False,5,3,2017,1,10.0,7.901377353792616,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,4664,5814,type1,810,2017-08-10 00:00:00,285.0,POS,1,114413.76,-1,False,10,3,2017,8,15.0,5.655991810819852,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,6039,5812,type1,810,2017-06-03 00:00:00,500.0,POS,1,121233.27,-1,True,3,5,2017,6,15.0,6.2166061010848646,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,6249,6011,type1,810,2017-07-24 17:23:43,20000.0,WD_ATM_ROS,1,26542.44,-1,False,24,0,2017,7,11.0,9.90353755128617,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
01/03/2017,5897,5921,type1,810,2017-03-07 00:00:00,98.69,POS,0,0.0,-1,False,7,1,2017,3,15.0,4.602065371034612,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/09/2017,2727,6012,type2,810,2017-09-09 18:29:04,7000.0,C2C_OUT,1,98889.51,-1,True,9,5,2017,9,11.0,8.853808274977197,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0
01/01/2017,7809,5912,type1,810,2017-01-17 00:00:00,185.0,POS,1,156007.42,-1,False,17,1,2017,1,15.0,5.225746673713202,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/03/2017,9209,5411,type1,810,2017-03-12 00:00:00,233.5,POS,1,87365.3,-1,True,12,6,2017,3,17.0,5.457455587886334,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/02/2017,7197,5411,type1,810,2017-02-13 00:00:00,9763.36,POS,0,0.0,-1,False,13,0,2017,2,17.0,9.186494300968354,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/11/2017,4870,5411,type1,810,2017-11-15 00:00:00,169.0,POS,1,9214.99,-1,False,15,2,2017,11,17.0,5.135798437050262,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,7727,5411,type1,810,2017-04-17 00:00:00,125.0,POS,0,0.0,-1,False,17,0,2017,4,17.0,4.836281906951478,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,2884,5533,type2,810,2017-01-21 00:00:00,9950.0,POS,1,78403.97,-1,True,21,5,2017,1,1.0,9.205428327615163,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/03/2017,6825,1711,type1,810,2017-03-29 00:00:00,8120.0,POS,0,0.0,-1,False,29,2,2017,3,6.0,9.002208578282412,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,7252,5541,type1,810,2017-06-06 00:00:00,1000.0,POS,0,0.0,-1,False,6,1,2017,6,1.0,6.90875477931522,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,143,5941,type5,810,2016-12-31 00:00:00,699.0,POS,1,23152.11,-1,True,31,5,2016,12,15.0,6.551080335043404,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0
01/07/2017,4757,6011,type1,810,2017-07-14 00:00:00,75000.0,WD_ATM_PARTNER,1,178.41,-1,False,14,4,2017,7,11.0,11.225256725762893,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
01/08/2017,6200,5411,type1,810,2017-08-12 00:00:00,1506.0,POS,0,0.0,-1,True,12,5,2017,8,17.0,7.317876198626496,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,671,5411,type2,810,2017-04-28 00:00:00,3816.0,POS,1,100803.39,-1,False,28,4,2017,4,17.0,8.247220052745229,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,9675,5814,type1,810,2017-05-14 00:00:00,228.0,POS,0,0.0,-1,True,14,6,2017,5,15.0,5.43372200355424,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,8008,5311,type1,810,2016-12-30 00:00:00,55.0,POS,0,0.0,-1,False,30,4,2016,12,17.0,4.02535169073515,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,2416,5641,type2,810,2017-06-12 00:00:00,1430.5,POS,1,52630.93,-1,False,12,0,2017,6,8.0,7.266478124538169,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/11/2016,9841,5944,type1,810,2016-11-07 00:00:00,200.0,POS,1,4019.04,-1,False,7,0,2016,11,15.0,5.303304908059076,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,2777,5942,type2,810,2017-06-19 00:00:00,538.0,POS,1,172474.99,-1,False,19,0,2017,6,15.0,6.289715570908998,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,3304,6012,type3,810,2017-05-27 09:26:02,209768.31,CAT,1,168348.6,-1,True,27,5,2017,5,11.0,12.253763682070554,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0
01/06/2017,2548,5814,type2,810,2017-06-12 00:00:00,590.0,POS,1,127584.56,-1,False,12,0,2017,6,15.0,6.3818160174060985,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,5897,5311,type1,810,2017-04-11 00:00:00,100.0,POS,0,0.0,-1,False,11,1,2017,4,17.0,4.61512051684126,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,7199,5812,type1,810,2017-04-04 00:00:00,468.0,POS,0,0.0,-1,False,4,1,2017,4,15.0,6.150602768446279,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,3906,5912,type1,810,2017-05-28 00:00:00,2230.0,POS,1,123408.94,-1,True,28,6,2017,5,15.0,7.7102051944325325,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,4430,5261,type1,810,2017-05-13 00:00:00,772.0,BACK_TRX,1,26673.98,1,True,13,5,2017,5,17.0,6.650279048587422,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0
01/02/2017,8475,6011,type1,810,2017-02-10 00:00:00,10000.0,WD_ATM_PARTNER,1,36.85,-1,False,10,4,2017,2,11.0,9.210440366976517,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
01/08/2017,5273,5411,type1,810,2017-08-24 00:00:00,1649.0,POS,0,0.0,-1,False,24,3,2017,8,17.0,7.408530566894626,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,3433,5411,type1,810,2017-06-09 00:00:00,423.0,POS,0,0.0,-1,False,9,4,2017,6,17.0,6.049733455231958,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/11/2017,4040,6011,type1,810,2017-11-10 17:42:39,2000.0,WD_ATM_ROS,1,41347.52,-1,False,10,4,2017,11,11.0,7.601402334583733,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
01/03/2017,9562,5411,type1,810,2017-03-10 00:00:00,582.0,POS,0,0.0,-1,False,10,4,2017,3,17.0,6.368187186350492,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/02/2017,6863,5912,type1,810,2017-02-19 00:00:00,125.56,POS,0,0.0,-1,True,19,6,2017,2,15.0,4.840716504019344,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,4300,5945,type1,810,2017-01-07 00:00:00,249.0,POS,1,62400.06,-1,True,7,5,2017,1,15.0,5.521460917862246,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/09/2017,2737,5999,type2,810,2017-09-30 00:00:00,2078.99,POS,1,541148.07,-1,True,30,5,2017,9,15.0,7.6401183649914985,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/09/2017,2027,5814,type2,810,2017-09-11 00:00:00,3400.0,POS,1,169479.94,-1,False,11,0,2017,9,15.0,8.131824785007195,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/11/2016,5767,5921,type1,810,2016-11-20 00:00:00,153.6,POS,1,5714.57,-1,True,20,6,2016,11,15.0,5.040841136153322,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,9430,5691,type1,810,2017-01-28 00:00:00,10470.0,POS,0,0.0,-1,True,28,5,2017,1,8.0,9.256364810287462,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/09/2017,2023,4112,type2,810,2017-09-13 00:00:00,3302.7,POS,1,207477.93,-1,False,13,2,2017,9,18.0,8.10279833148691,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/12/2016,6517,6012,type1,810,2016-12-09 17:34:47,9500.0,DEPOSIT,0,0.0,1,False,9,4,2016,12,11.0,9.15915233520675,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
01/12/2016,6672,5411,type1,810,2016-12-07 00:00:00,152.64,POS,1,4433.6,-1,False,7,2,2016,12,17.0,5.034612203477704,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/06/2017,1101,6011,type2,810,2017-06-07 21:04:32,7000.0,WD_ATM_ROS,1,118568.98,-1,False,7,2,2017,6,11.0,8.853808274977197,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
01/06/2017,8793,6011,type1,810,2017-06-16 10:57:39,40000.0,DEPOSIT,0,0.0,1,False,16,4,2017,6,11.0,10.596659732783579,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0
01/04/2017,9584,5732,type1,810,2017-04-05 00:00:00,259.0,POS,0,0.0,-1,False,5,2,2017,4,15.0,5.560681631015528,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,5532,6011,type1,810,2017-01-12 05:31:52,3500.0,WD_ATM_ROS,1,1609432.59,-1,False,12,3,2017,1,11.0,8.160803920954665,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
01/08/2017,8982,6011,type1,810,2017-08-03 10:00:40,80000.0,WD_ATM_ROS,1,44198.49,-1,False,3,3,2017,8,11.0,11.289794413577894,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1
01/09/2017,2452,5621,type2,810,2017-09-09 00:00:00,459.0,POS,1,141798.32,-1,True,9,5,2017,9,8.0,6.131226489483141,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/04/2017,4639,6011,type1,810,2017-04-07 00:00:00,20000.0,WD_ATM_PARTNER,0,0.0,-1,False,7,4,2017,4,11.0,9.90353755128617,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0
01/05/2017,4009,5411,type1,810,2017-05-10 00:00:00,1331.18,POS,1,215905.89,-1,False,10,2,2017,5,17.0,7.194571977105539,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,5437,5411,type1,810,2017-07-06 00:00:00,289.6,POS,1,520726.16,-1,False,6,3,2017,7,17.0,5.671947751136183,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/01/2017,7203,5411,type1,810,2017-01-30 00:00:00,4042.0,POS,0,0.0,-1,False,30,0,2017,1,17.0,8.304742269640771,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,7009,5912,type1,810,2017-08-24 00:00:00,258.0,POS,0,0.0,-1,False,24,3,2017,8,15.0,5.556828061699537,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,3467,5411,type1,810,2017-07-31 00:00:00,46.0,POS,1,124670.64,-1,False,31,0,2017,7,17.0,3.8501476017100584,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/02/2017,3335,5999,type3,810,2017-02-22 21:14:13,400.0,POS,1,255670.69,-1,False,22,2,2017,2,15.0,5.993961427306569,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0
01/07/2017,3074,5411,type2,810,2017-07-02 00:00:00,845.0,POS,1,175665.72,-1,True,2,6,2017,7,17.0,6.740519359606223,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/05/2017,2258,6011,type2,810,2017-05-05 14:57:04,11200.0,WD_ATM_ROS,1,242839.03,-1,False,5,4,2017,5,11.0,9.32375833901174,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1
01/06/2017,1167,6011,type2,810,2017-06-04 00:00:00,2000.0,WD_ATM_OTHER,1,137607.83,-1,True,4,6,2017,6,11.0,7.601402334583733,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0
01/02/2017,7585,5541,type1,810,2017-02-14 00:00:00,1500.0,POS,1,95382.5,-1,False,14,1,2017,2,1.0,7.313886831633462,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,4355,6012,type1,810,2017-08-17 19:06:58,30000.0,C2C_IN,0,0.0,1,False,17,3,2017,8,11.0,10.308985993422082,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0
01/07/2017,3022,5992,type2,810,2017-07-15 00:00:00,600.0,POS,0,0.0,-1,True,15,5,2017,7,15.0,6.398594934535208,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0
01/08/2017,4041,4900,type1,810,2017-08-29 00:00:00,38.04,POS,1,137286.9,-1,False,29,1,2017,8,5.0,3.664586761544892,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0
